codigo_cta,tipo_documento,status_documento,numero_documento,data_emissao,data_vencimento,data_quitacao,valor_documento,valor_desconto,valor_saldo,Usuario,descricao_tipo_documento,fornecedor,numero_documento_base
3552,fornecedor,aberto,16237/001,2025-06-04,2025-07-04,,1009.0,0.0,1009.0,YAGO,DUPLICATA,BELIEVE,16237
3555,fornecedor,quitado,250382/001,2025-06-03,2025-06-03,2025-06-03,1677.5,0.0,0.0,SUELEN,DUPLICATA,PANORAMA,250382
3556,fornecedor,quitado,263520/001,2025-06-02,2025-06-02,2025-06-02,4505.96,0.0,0.0,SUELEN,DUPLICATA,SELLENE MATRIZ,263520
3557,fornecedor,aberto,105570/001,2025-06-04,2025-07-04,,20966.0,0.0,20966.0,YAGO,DUPLICATA,VALFARMA,105570
3558,fornecedor,aberto,105570/002,2025-06-04,2025-07-19,,20966.0,0.0,20966.0,YAGO,DUPLICATA,VALFARMA,105570
3561,fornecedor,quitado,23547/001,2025-05-30,2025-06-29,2025-07-02,2200.0,0.0,0.0,YAGO,DUPLICATA,OMNIELMASTER,23547
3562,fornecedor,aberto,23547/002,2025-05-30,2025-07-29,,2200.0,0.0,2200.0,YAGO,DUPLICATA,OMNIELMASTER,23547
3568,despesas,quitado,000/01,2025-06-05,2025-06-10,2025-06-10,2852.21,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3569,despesas,quitado,000/01,2025-06-05,2025-06-05,2025-06-05,450.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3575,fornecedor,aberto,14127/001,2025-06-04,2025-07-02,,25979.84,0.0,25979.84,YAGO,DUPLICATA,VIA MEDICAMENTOS LTDA,14127
3576,fornecedor,aberto,14127/002,2025-06-04,2025-07-09,,25979.85,0.0,25979.85,YAGO,DUPLICATA,VIA MEDICAMENTOS LTDA,14127
3577,fornecedor,aberto,14127/003,2025-06-04,2025-07-16,,25979.85,0.0,25979.85,YAGO,DUPLICATA,VIA MEDICAMENTOS LTDA,14127
3578,fornecedor,aberto,14127/004,2025-06-04,2025-07-23,,25979.85,0.0,25979.85,YAGO,DUPLICATA,VIA MEDICAMENTOS LTDA,14127
3579,fornecedor,aberto,14127/005,2025-06-04,2025-07-30,,25979.85,0.0,25979.85,YAGO,DUPLICATA,VIA MEDICAMENTOS LTDA,14127
3580,despesas,quitado,000/01,2025-06-05,2025-06-05,2025-06-05,500.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3581,fornecedor,aberto,P219/1,2025-06-03,2025-07-03,,51744.57,0.0,51744.57,WARLEY,DUPLICATA,CIRURGICA FERNANDES,P219
3582,fornecedor,aberto,P219/2,2025-06-03,2025-07-18,,51744.57,0.0,51744.57,WARLEY,DUPLICATA,CIRURGICA FERNANDES,P219
3583,fornecedor,aberto,56559/001,2025-06-05,2025-07-05,,2001.5,0.0,2001.5,YAGO,DUPLICATA,JB FARMA DISTRIBUIDORA,56559
3584,fornecedor,aberto,56559/002,2025-06-05,2025-07-20,,2001.5,0.0,2001.5,YAGO,DUPLICATA,JB FARMA DISTRIBUIDORA,56559
3585,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-09,377.15,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3586,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-06,640.34,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3587,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-06,500.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3588,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-06,450.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3589,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-06,50.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3590,fornecedor,aberto,16299/001,2025-06-06,2025-07-06,,2612.5,0.0,2612.5,YAGO,DUPLICATA,BELIEVE,16299
3591,fornecedor,aberto,16299/002,2025-06-06,2025-07-21,,2612.5,0.0,2612.5,YAGO,DUPLICATA,BELIEVE,16299
3592,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-06,55.5,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3593,despesas,quitado,000/01,2025-06-06,2025-06-06,2025-06-06,29.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3596,fornecedor,aberto,98905/001,2025-05-20,2025-07-07,,5076.0,0.0,5076.0,YAGO,DUPLICATA,FORT FLEX,98905
3597,fornecedor,aberto,331507/001,2025-06-06,2025-07-04,,669.39,0.0,669.39,YAGO,DUPLICATA,DROGA FARMA,331507
3598,fornecedor,quitado,10427/001,2025-06-09,2025-06-10,2025-06-09,50002.5,0.0,0.0,YAGO,DUPLICATA,SANTA CLARA MOVEIS,10427
3599,fornecedor,aberto,10427/002,2025-06-09,2025-07-09,,4572.5,0.0,4572.5,IMPORTACAO,DUPLICATA,SANTA CLARA MOVEIS,10427
3600,fornecedor,aberto,10427/003,2025-06-09,2025-07-24,,4425.0,0.0,4425.0,IMPORTACAO,DUPLICATA,SANTA CLARA MOVEIS,10427
3601,fornecedor,cancelado,37167/001,2024-08-29,2024-08-29,,146900.0,0.0,146900.0,YAGO,DUPLICATA,JANGADA,37167
3602,fornecedor,cancelado,37167/002,2024-08-29,2024-08-29,,2000.0,0.0,2000.0,YAGO,DUPLICATA,JANGADA,37167
3603,fornecedor,cancelado,37167/003,2024-08-29,2024-08-30,,148900.0,0.0,148900.0,YAGO,DUPLICATA,JANGADA,37167
3604,fornecedor,quitado,230153/001,2025-06-06,2025-06-06,2025-06-06,10725.0,0.0,0.0,YAGO,DUPLICATA,STOCK MED,230153
3605,despesas,aberto,000/01,2025-06-09,2025-07-10,,2297.4,0.0,2297.4,LUCAS,OUTROS,Fornecedor Não Informado,000
3606,despesas,aberto,000/01,2025-06-09,2025-07-10,,369.37,0.0,369.37,LUCAS,OUTROS,Fornecedor Não Informado,000
3607,fornecedor,quitado,105748/001,2025-06-09,2025-06-11,2025-06-11,1140.0,0.0,0.0,YAGO,DUPLICATA,VALFARMA,105748
3608,despesas,quitado,11138/1,2025-06-09,2025-06-10,2025-06-09,3077.83,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,11138
3609,despesas,quitado,230153,2025-06-09,2025-07-21,2025-06-09,231.66,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,230153
3610,fornecedor,quitado,47,2025-06-06,2025-06-10,2025-06-09,39.94,0.0,0.0,YAGO,DUPLICATA,DROGASIL ROG. LEITE,47
3611,fornecedor,quitado,48,2025-06-06,2025-06-10,2025-06-09,75.04,0.0,0.0,YAGO,DUPLICATA,DROGASIL ROG. LEITE,48
3612,despesas,quitado,000/01,2025-06-10,2025-06-16,2025-06-16,850.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3613,fornecedor,aberto,94716/001,2025-06-04,2025-07-04,,5543.75,0.0,5543.75,YAGO,DUPLICATA,CEPALAB,94716
3614,fornecedor,aberto,94716/002,2025-06-04,2025-08-03,,5543.75,0.0,5543.75,YAGO,DUPLICATA,CEPALAB,94716
3615,fornecedor,aberto,94716/003,2025-06-04,2025-09-02,,5543.75,0.0,5543.75,YAGO,DUPLICATA,CEPALAB,94716
3616,fornecedor,aberto,94716/004,2025-06-04,2025-10-02,,5543.75,0.0,5543.75,YAGO,DUPLICATA,CEPALAB,94716
3617,despesas,aberto,94716,2025-06-10,2025-07-21,,478.98,0.0,478.98,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,94716
3618,despesas,aberto,94715,2025-06-10,2025-07-21,,5.29,0.0,5.29,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,94715
3619,despesas,quitado,000/01,2025-05-30,2025-05-30,2025-06-10,600.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3620,despesas,quitado,000/02,2025-05-30,2025-06-30,2025-06-30,600.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3621,despesas,aberto,000/03,2025-05-30,2025-07-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3622,despesas,aberto,000/04,2025-05-30,2025-08-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3623,despesas,aberto,000/05,2025-05-30,2025-09-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3624,despesas,aberto,000/06,2025-05-30,2025-10-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3625,despesas,aberto,000/07,2025-05-30,2025-11-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3626,despesas,aberto,000/08,2025-05-30,2025-12-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3627,despesas,aberto,000/09,2025-05-30,2026-01-30,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3628,despesas,aberto,000/10,2025-05-30,2026-02-28,,600.0,0.0,600.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3629,despesas,cancelado,1863672,2025-06-10,2025-07-21,,251.2,0.0,251.2,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,1863672
3630,despesas,aberto,4951265-49,2025-06-10,2025-07-21,,4148.85,0.0,4148.85,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,4951265-49
3631,fornecedor,aberto,16323/001,2025-06-09,2025-07-09,,3647.74,0.0,3647.74,YAGO,DUPLICATA,BELIEVE,16323
3632,fornecedor,aberto,16323/002,2025-06-09,2025-07-24,,3647.73,0.0,3647.73,YAGO,DUPLICATA,BELIEVE,16323
3633,fornecedor,aberto,16323/003,2025-06-09,2025-08-08,,3647.73,0.0,3647.73,YAGO,DUPLICATA,BELIEVE,16323
3634,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,420.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3635,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,43.36,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3636,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,4.52,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3637,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,5.67,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3638,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,720.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3639,despesas,quitado,000/01,2025-06-10,2025-06-12,2025-06-12,1879.16,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3642,fornecedor,quitado,5139/001,2025-06-10,2025-06-22,2025-06-27,1004.24,0.0,0.0,YAGO,DUPLICATA,BIOFARMACE,5139
3643,fornecedor,aberto,16336/001,2025-06-10,2025-07-10,,1180.9,0.0,1180.9,YAGO,DUPLICATA,BELIEVE,16336
3644,despesas,quitado,000/01,2025-06-10,2025-06-11,2025-06-11,171.33,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3645,despesas,quitado,002/01,2025-06-10,2025-06-11,2025-06-11,171.22,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,002
3647,fornecedor,aberto,56642/001,2025-06-10,2025-07-10,,2673.5,0.0,2673.5,YAGO,DUPLICATA,JB FARMA DISTRIBUIDORA,56642
3648,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,13.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3649,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-10,571.04,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3650,fornecedor,aberto,11138,2025-05-30,2025-06-29,,28498.46,0.0,28498.46,YAGO,DUPLICATA,DESEMATEC MOVEIS HOSPITALARES,11138
3651,despesas,aberto,000/01,2025-06-11,2025-07-03,,150.0,0.0,150.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3664,despesas,quitado,000/01,2025-06-11,2025-06-11,2025-06-11,500.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3665,despesas,quitado,000/01,2025-06-11,2025-06-11,2025-06-11,600.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3666,fornecedor,quitado,44316/001,2025-05-28,2025-06-27,2025-07-01,3844.85,0.0,0.0,YAGO,DUPLICATA,MEGAFRAL,44316
3667,fornecedor,aberto,44316/002,2025-05-28,2025-07-07,,3844.85,0.0,3844.85,YAGO,DUPLICATA,MEGAFRAL,44316
3668,fornecedor,aberto,44316/003,2025-05-28,2025-07-17,,3844.86,0.0,3844.86,YAGO,DUPLICATA,MEGAFRAL,44316
3669,fornecedor,aberto,1898/001,2025-06-10,2025-07-10,,1679.5,0.0,1679.5,YAGO,DUPLICATA,ST DISTRIBUIDORA,1898
3670,fornecedor,aberto,1898/002,2025-06-10,2025-07-20,,1679.5,0.0,1679.5,YAGO,DUPLICATA,ST DISTRIBUIDORA,1898
3671,fornecedor,aberto,1898/003,2025-06-10,2025-07-30,,1679.5,0.0,1679.5,YAGO,DUPLICATA,ST DISTRIBUIDORA,1898
3672,fornecedor,aberto,1898/004,2025-06-10,2025-08-09,,1679.5,0.0,1679.5,YAGO,DUPLICATA,ST DISTRIBUIDORA,1898
3673,fornecedor,aberto,249506/001,2025-06-10,2025-07-10,,595.2,0.0,595.2,YAGO,DUPLICATA,PROHOSPITAL,249506
3674,fornecedor,aberto,11138-02,2025-06-11,2025-07-29,,28498.46,0.0,28498.46,YAGO,BOLETO BANCARIO,DESEMATEC MOVEIS HOSPITALARES,11138-02
3675,fornecedor,aberto,11138-03,2025-06-11,2025-08-28,,28498.46,0.0,28498.46,YAGO,BOLETO BANCARIO,DESEMATEC MOVEIS HOSPITALARES,11138-03
3676,fornecedor,aberto,11138-04,2025-06-11,2025-09-27,,28498.46,0.0,28498.46,YAGO,BOLETO BANCARIO,DESEMATEC MOVEIS HOSPITALARES,11138-04
3677,fornecedor,aberto,11138-05,2025-06-11,2025-10-27,,28498.48,0.0,28498.48,YAGO,BOLETO BANCARIO,DESEMATEC MOVEIS HOSPITALARES,11138-05
3678,despesas,cancelado,000/01,2025-06-12,2025-06-12,,19.99,0.0,19.99,LUCAS,OUTROS,Fornecedor Não Informado,000
3679,fornecedor,aberto,1377/001,2025-06-11,2025-07-11,,2370.0,0.0,2370.0,YAGO,DUPLICATA,BDS MEDICAL LTDA,1377
3680,fornecedor,aberto,1377/002,2025-06-11,2025-07-26,,2370.0,0.0,2370.0,YAGO,DUPLICATA,BDS MEDICAL LTDA,1377
3681,fornecedor,aberto,1377/003,2025-06-11,2025-08-10,,2370.0,0.0,2370.0,YAGO,DUPLICATA,BDS MEDICAL LTDA,1377
3682,fornecedor,aberto,42205/001,2025-06-10,2025-07-10,,325.0,0.0,325.0,YAGO,DUPLICATA,DISTRIMEDICA,42205
3683,despesas,quitado,000/01,2025-06-12,2025-06-12,2025-06-12,150.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3684,despesas,quitado,000/01,2025-06-12,2025-06-12,2025-06-12,500.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3694,fornecedor,aberto,27976/001,2025-06-10,2025-07-10,,20580.95,0.0,20580.95,YAGO,DUPLICATA,MAXXI DISTRIBUIDORA,27976
3695,fornecedor,aberto,27976/002,2025-06-10,2025-07-25,,20580.95,0.0,20580.95,YAGO,DUPLICATA,MAXXI DISTRIBUIDORA,27976
3696,fornecedor,aberto,27976/003,2025-06-10,2025-08-09,,20581.02,0.0,20581.02,YAGO,DUPLICATA,MAXXI DISTRIBUIDORA,27976
3697,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-12,2000.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3698,despesas,aberto,000/02,2025-06-10,2025-07-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3699,despesas,aberto,000/03,2025-06-10,2025-08-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3700,despesas,aberto,000/04,2025-06-10,2025-09-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3701,despesas,aberto,000/05,2025-06-10,2025-10-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3702,despesas,aberto,000/06,2025-06-10,2025-11-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3703,despesas,aberto,000/07,2025-06-10,2025-12-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3704,despesas,aberto,000/08,2025-06-10,2026-01-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3705,despesas,aberto,000/09,2025-06-10,2026-02-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3706,despesas,aberto,000/10,2025-06-10,2026-03-10,,2000.0,0.0,2000.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3707,despesas,quitado,000/01,2025-06-10,2025-06-10,2025-06-12,500.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3708,despesas,aberto,000/02,2025-06-10,2025-07-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3709,despesas,aberto,000/03,2025-06-10,2025-08-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3710,despesas,aberto,000/04,2025-06-10,2025-09-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3711,despesas,aberto,000/05,2025-06-10,2025-10-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3712,despesas,aberto,000/06,2025-06-10,2025-11-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3713,despesas,aberto,000/07,2025-06-10,2025-12-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3714,despesas,aberto,000/08,2025-06-10,2026-01-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3715,despesas,aberto,000/09,2025-06-10,2026-02-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3716,despesas,aberto,000/10,2025-06-10,2026-03-10,,500.0,0.0,500.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3717,fornecedor,aberto,344391/001,2025-06-09,2025-07-09,,16066.67,0.0,16066.67,YAGO,DUPLICATA,FARMACE,344391
3718,fornecedor,aberto,344391/002,2025-06-09,2025-07-24,,16066.67,0.0,16066.67,YAGO,DUPLICATA,FARMACE,344391
3719,fornecedor,aberto,344391/003,2025-06-09,2025-08-08,,16066.66,0.0,16066.66,YAGO,DUPLICATA,FARMACE,344391
3720,fornecedor,aberto,16384/001,2025-06-12,2025-07-12,,417.0,0.0,417.0,YAGO,DUPLICATA,BELIEVE,16384
3721,fornecedor,quitado,48953/001,2025-06-10,2025-06-10,2025-06-10,5000.0,0.0,0.0,IMPORTACAO,DUPLICATA,JANGADA,48953
3722,fornecedor,quitado,48953/002,2025-06-10,2025-06-10,2025-06-10,14990.0,0.0,0.0,IMPORTACAO,DUPLICATA,JANGADA,48953
3723,fornecedor,quitado,48953/003,2025-06-10,2025-06-10,2025-06-10,230000.0,0.0,0.0,IMPORTACAO,DUPLICATA,JANGADA,48953
3724,despesas,quitado,000/01,2025-06-12,2025-06-12,2025-06-12,129.9,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3725,despesas,quitado,000/01,2025-06-12,2025-06-12,2025-06-12,129.9,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3726,fornecedor,quitado,861344/001,2025-06-12,2025-06-12,2025-06-12,9900.0,0.0,0.0,YAGO,DUPLICATA,RIO CLARENSE,861344
3727,despesas,quitado,000/01,2025-06-13,2025-06-13,2025-06-13,750.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3728,despesas,quitado,000/01,2025-06-22,2025-06-22,2025-06-24,1000.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3729,despesas,quitado,000/01,2025-06-13,2025-06-13,2025-06-13,500.0,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3730,fornecedor,aberto,249861/001,2025-06-13,2025-07-13,,2607.95,0.0,2607.95,YAGO,DUPLICATA,PROHOSPITAL,249861
3731,fornecedor,aberto,84429/001,2025-06-13,2025-07-13,,10200.0,0.0,10200.0,YAGO,DUPLICATA,SHOPPING PROHOSPITAL,84429
3738,fornecedor,aberto,423/001,2025-06-13,2025-07-13,,2678.5,0.0,2678.5,YAGO,DUPLICATA,ALPHA MEDICAMENTOS,423
3739,fornecedor,aberto,423/002,2025-06-13,2025-07-28,,2678.49,0.0,2678.49,YAGO,DUPLICATA,ALPHA MEDICAMENTOS,423
3740,fornecedor,aberto,423/003,2025-06-13,2025-08-12,,2678.49,0.0,2678.49,YAGO,DUPLICATA,ALPHA MEDICAMENTOS,423
3749,fornecedor,aberto,521848/001,2025-06-13,2025-07-14,,714.51,0.0,714.51,IMPORTACAO,DUPLICATA,GRUPO NOVA,521848
3750,fornecedor,aberto,521848/002,2025-06-13,2025-08-12,,714.51,0.0,714.51,IMPORTACAO,DUPLICATA,GRUPO NOVA,521848
3757,fornecedor,aberto,105940/001,2025-06-12,2025-07-02,,9833.74,0.0,9833.74,IMPORTACAO,DUPLICATA,VALFARMA,105940
3758,fornecedor,aberto,105940/002,2025-06-12,2025-07-12,,9833.73,0.0,9833.73,IMPORTACAO,DUPLICATA,VALFARMA,105940
3759,fornecedor,aberto,105940/003,2025-06-12,2025-07-27,,9833.73,0.0,9833.73,IMPORTACAO,DUPLICATA,VALFARMA,105940
3760,despesas,quitado,000/01,2025-06-16,2025-06-20,2025-06-20,5343.99,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3761,despesas,quitado,000/01,2025-06-16,2025-06-20,2025-06-24,979.62,0.0,0.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3762,despesas,cancelado,2899927001,2025-06-12,2025-06-30,,140.99,0.0,140.99,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,2899927001
3763,despesas,quitado,000/01,2025-06-15,2025-06-15,2025-06-16,4222.8,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3764,despesas,aberto,000/02,2025-06-15,2025-07-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3765,despesas,aberto,000/03,2025-06-15,2025-08-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3766,despesas,aberto,000/04,2025-06-15,2025-09-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3767,despesas,aberto,000/05,2025-06-15,2025-10-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3768,despesas,aberto,000/06,2025-06-15,2025-11-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3769,despesas,aberto,000/07,2025-06-15,2025-12-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3770,despesas,aberto,000/08,2025-06-15,2026-01-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3771,despesas,aberto,000/09,2025-06-15,2026-02-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3772,despesas,aberto,000/10,2025-06-15,2026-03-15,,4222.8,0.0,4222.8,SUELEN,OUTROS,Fornecedor Não Informado,000
3774,fornecedor,aberto,2468/001,2025-06-13,2025-07-12,,165.0,0.0,165.0,YAGO,DUPLICATA,PREVINCENDIO,2468
3775,despesas,quitado,000/01,2025-06-16,2025-06-16,2025-06-16,550.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3776,despesas,quitado,000/01,2025-06-16,2025-06-16,2025-06-16,450.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3777,despesas,quitado,000/01,2025-06-16,2025-06-16,2025-06-16,260.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3787,fornecedor,quitado,1863672/001,2025-06-03,2025-07-03,2025-07-04,42026.48,0.0,0.0,YAGO,DUPLICATA,CIRURGICA FERNANDES,1863672
3788,fornecedor,aberto,1863672/002,2025-06-03,2025-07-18,,33800.5,0.0,33800.5,YAGO,DUPLICATA,CIRURGICA FERNANDES,1863672
3789,fornecedor,aberto,1863672/003,2025-06-03,2025-08-04,,34824.77,0.0,34824.77,YAGO,DUPLICATA,CIRURGICA FERNANDES,1863672
3790,despesas,aberto,000/01,2025-06-16,2025-07-05,,1200.0,0.0,1200.0,LUCAS,OUTROS,Fornecedor Não Informado,000
3797,fornecedor,aberto,230431/001,2025-06-13,2025-07-11,,6966.0,0.0,6966.0,IMPORTACAO,DUPLICATA,STOCK MED,230431
3798,fornecedor,quitado,104788/001,2025-06-12,2025-06-12,2025-06-12,10680.0,0.0,0.0,YAGO,DUPLICATA,RIO CLARENSE,104788
3799,despesas,quitado,000/01,2025-06-17,2025-06-17,2025-06-17,3188.38,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
3800,despesas,quitado,13216/01,2025-06-17,2025-06-17,2025-06-17,1200.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,13216
3801,fornecedor,quitado,230271/001,2025-06-10,2025-06-10,2025-06-10,12557.66,0.0,0.0,YAGO,DÉBITO EM CONTA,STOCK MED,230271
3802,despesas,aberto,5306344-36,2025-06-17,2025-07-21,,251.2,0.0,251.2,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,5306344-36
3803,despesas,aberto,5306346-06,2025-06-17,2025-07-21,,2355.66,0.0,2355.66,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,5306346-06
3804,fornecedor,quitado,6222/001,2025-06-02,2025-07-02,2025-07-02,1600.0,0.0,0.0,IMPORTACAO,DUPLICATA,TISSY TOALHAS,6222
3805,fornecedor,aberto,521897/001,2025-06-13,2025-07-14,,673.9,0.0,673.9,IMPORTACAO,DUPLICATA,GRUPO NOVA,521897
3806,fornecedor,aberto,521897/002,2025-06-13,2025-08-12,,672.24,0.0,672.24,IMPORTACAO,DUPLICATA,GRUPO NOVA,521897
3807,fornecedor,aberto,521897/003,2025-06-13,2025-09-11,,672.24,0.0,672.24,IMPORTACAO,DUPLICATA,GRUPO NOVA,521897
3808,fornecedor,aberto,521897/004,2025-06-13,2025-10-13,,672.24,0.0,672.24,IMPORTACAO,DUPLICATA,GRUPO NOVA,521897
3809,fornecedor,aberto,521897/005,2025-06-13,2025-11-10,,672.24,0.0,672.24,IMPORTACAO,DUPLICATA,GRUPO NOVA,521897
3810,fornecedor,aberto,521897/006,2025-06-13,2025-12-10,,672.24,0.0,672.24,IMPORTACAO,DUPLICATA,GRUPO NOVA,521897
3811,despesas,quitado,312/01,2025-06-17,2025-06-17,2025-06-17,3890.0,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,312
3812,despesas,quitado,000/01,2025-06-17,2025-06-17,2025-06-17,810.06,0.0,0.0,SUELEN,OUTROS,Fornecedor Não Informado,000
